order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b,Target 6,attribute a,attribute b,Target 7,attribute a,attribute b,Target 8,attribute a,attribute b,Target 9,attribute a,attribute b,Target 10,attribute a,attribute b,Target 11,attribute a,attribute b,Target 12,attribute a,attribute b,Target 13,attribute a,attribute b,Target 14,attribute a,attribute b,Target 15,attribute a,attribute b,Target 16,attribute a,attribute b,Target 17,attribute a,attribute b,Target 18,attribute a,attribute b,Target 19,attribute a,attribute b,Target 20,attribute a,attribute b
809,7.342261434,7.011680116,7.223816458,7.392645809,7.075275243,6.981152609,7.350245006,7.529164869,7.458113354,7.309325254,7.452539983,7.316841069,7.149813915,7.462585937,7.427212715,7.163850491,7.459250234,7.569649902,7.23201438,6.998659576,7.345112926,7.460895356,7.343756051,7.054832042,7.238669312,7.475201992,7.007541044,7.356635225,7.006273436,7.541245576,7.077216503,6.897544017,7.308576504,7.18304243,7.483041556,7.335865286,7.33341825,7.357147174,7.571260915,7.453375509,7.131947233,6.93551262,7.473529,7.125542059,7.301028615,7.332850291,6.949858757,7.315864913,7.017330445,6.887817333,6.925333066,7.127979742,7.030547419,7.536479257,7.584642532,7.13400773,7.52580949,7.403826416,7.55229054,7.493573166
810,7.620212897,7.240174898,7.173412934,7.545204831,7.522442006,6.997968185,7.034363911,7.408450947,7.004474828,7.282923854,7.291940694,7.268697032,7.379347107,6.920914273,7.570164616,7.281866678,7.197914547,7.544478338,7.168518193,7.277315175,7.456344982,7.523519145,7.139880406,7.421962697,7.531096824,6.910037332,7.106687779,7.308965883,6.982278266,7.078844441,7.223854054,6.922601227,7.481296374,7.549148262,7.01491291,7.199106386,7.596472826,6.957195441,7.073142803,7.252326427,6.954865595,7.243441189,7.212709878,7.293212456,7.299785483,6.990810516,7.412263196,7.007623059,7.045640396,7.212181367,7.125368052,7.295380848,7.470229137,7.300338796,7.572083072,7.50325959,7.152353028,7.417913741,7.198317988,7.36442638
811,7.069161176,7.506540484,6.939118247,7.400260952,7.071560156,7.280510755,7.260178692,7.106672568,7.293574205,7.253780426,6.958283863,7.395694705,7.196688126,7.418622433,7.309697819,7.361883602,7.139630062,7.084069223,7.276120371,7.246793515,7.519992315,7.121802147,7.523958819,7.574103012,7.085057976,7.182082657,7.003537769,7.318369496,7.262773813,7.44011787,7.341367282,7.271815468,7.490813544,7.308372917,7.519378566,7.568156432,7.187138215,7.386199464,7.370202432,7.508842026,7.40651473,7.43735463,7.236171032,7.134398327,7.161137597,7.181837812,7.333963119,7.046237677,7.51985506,7.294967334,7.010027224,7.040502181,6.88725707,7.429684829,7.233183197,7.471260085,7.447931864,7.30413576,7.525526292,7.363316176
812,7.503138583,7.027116101,7.182062678,7.438127948,7.4104304,7.545149249,7.307544816,6.955940511,7.114833303,7.495265204,7.529658657,6.913883172,7.294102931,6.939543372,6.9013002,7.235590061,7.268551737,7.377098746,7.472978588,7.146186275,7.437099385,7.244123933,7.468283873,7.439454246,7.09544961,7.526220215,7.244004452,7.479696073,6.91785846,7.418670414,7.42760885,7.54758935,7.45029341,7.563647608,7.107340423,7.527620177,7.070476639,7.532399943,7.527916554,7.558799229,7.375487209,7.10766141,7.183871406,7.533063745,7.20310498,7.095102026,7.441715221,7.215711189,7.092848112,7.469512181,7.519810068,7.306600793,7.255097611,7.516668389,7.075687825,7.514351481,6.992169767,7.257075364,7.471505486,7.250819172
813,7.015501942,7.447390619,7.41519267,7.272557087,7.195514359,7.52685088,7.257250413,7.15472151,7.541761666,7.413487922,7.460030941,7.493175528,7.576209948,7.118925757,7.190874356,7.579976207,7.453851704,7.495009793,7.594821716,7.575567477,7.162188519,7.056035733,6.996585491,7.22550424,7.533193843,7.430641027,7.565760674,7.369902691,7.002810489,7.200892171,7.179007596,7.555947223,7.457355588,6.997502613,7.124890895,7.101693441,7.362500682,7.248111994,7.561401051,7.574284279,7.035528771,6.95718598,7.305368571,7.417052449,7.539584204,7.268181081,7.118458233,7.530195031,7.585310185,7.309068659,6.930487142,7.492057846,6.912538586,7.217309832,7.228385794,7.227860199,7.547833858,7.253641751,7.378263302,7.414152063
814,7.03470897,7.56295837,6.894417369,7.285782406,7.130950783,7.483165681,7.613397829,7.144105493,6.92474135,7.500588485,7.385042053,7.529938508,7.314178866,7.564362762,7.000753135,7.096514248,7.184320416,7.059666892,7.274765707,7.014039867,7.515088327,7.394851212,7.393192996,7.432105066,7.262689341,7.400129494,7.547258193,7.520655944,7.279443462,7.214134289,7.561296392,7.008840193,7.319724078,7.553441093,7.266350866,7.518405945,7.202366858,7.243556347,7.307341482,7.517495394,7.559392991,7.369443289,7.56892375,7.046513927,7.108461832,7.344755148,7.549442329,7.38625436,7.110879314,7.262214526,7.435281349,7.355461193,7.096608346,7.004140391,7.029321158,7.575394352,7.209976967,7.091050337,6.982056816,6.94888749
815,7.028407412,7.547367775,7.437944681,7.546154252,7.567243685,6.979879604,7.53320389,7.188279687,7.444667201,7.357786758,7.554483087,7.350026925,6.988875596,7.128745707,7.397197389,7.331158441,7.510242478,7.483662183,7.569816446,7.146055707,6.976945325,7.588664577,7.39520048,7.098174414,7.398250767,7.309624877,7.554485859,7.579636158,6.973718759,7.467239091,7.618417928,7.229994694,6.999869395,7.446066054,7.39277328,6.947484796,7.426408962,7.419539586,7.040529939,7.323708853,6.954877737,7.440121178,7.442614207,7.023050951,7.158144814,7.109685692,7.406287867,7.572410769,7.54432934,7.415223884,7.209650955,7.027985157,7.052616944,7.552538663,7.198972246,7.54438646,7.517435094,7.232120417,7.058501207,7.360398548
816,7.302889736,7.504448611,7.5413129,7.341911179,7.161495688,7.205714365,7.243987078,7.494603613,7.532313648,7.196809752,6.914549856,7.213669588,7.07463278,7.443834074,7.039716268,7.532322171,7.325951082,7.224496799,7.070437098,7.229034834,6.93827663,7.125040225,7.458090924,7.278402355,7.483189865,7.182270499,6.932590949,7.398624601,7.392740849,7.083619702,7.540608305,7.371690447,7.093793458,7.56246475,7.437423608,7.485749155,7.090008851,7.086948716,7.541602066,7.425259735,6.961287262,7.16521413,7.464152945,6.981717958,7.36941272,7.317707759,7.496720542,7.348102519,7.012573802,7.162440665,7.320713946,7.36086105,7.154367919,7.1371471,7.290167397,7.325921334,7.494094277,7.431600065,7.56443378,7.551631896
817,7.261391557,6.970519493,7.044504251,7.095104673,7.531150926,7.41925151,7.285917712,7.326136472,7.553107242,7.244981367,7.540377664,7.354658307,7.503728871,7.574073485,7.174679518,7.559968491,7.328191446,7.05656755,7.227517594,7.044657884,7.270527787,7.507088924,7.469316926,7.567248801,7.518608898,7.233074965,6.976808304,7.167768865,7.101246911,7.163064735,7.577075756,7.467768159,7.405488737,7.405001918,7.197672084,7.389691212,7.200877286,6.902221755,7.06244493,7.046461209,7.439980071,7.191524398,7.438604535,7.267752782,7.445216997,7.206736868,7.58569514,7.403382006,7.380675422,7.350826315,7.021483621,7.273150584,7.265632075,7.466874977,7.058090757,7.091414239,7.572038603,7.309428597,6.946673281,7.558780114
818,7.193151986,7.192788379,7.030673826,7.08209222,7.098976197,7.545021217,7.385361855,7.439876057,7.24280687,7.320234084,7.366035544,7.584403272,7.217166186,7.1752273,7.529750719,7.160418525,7.509768524,7.444953947,7.230875856,7.223789754,7.169650766,7.477429822,7.298191916,7.120763759,7.525804745,7.183226154,7.294230727,7.425278512,7.580594527,6.963987707,7.616495249,7.227741327,7.563700928,7.498099244,6.990503861,7.324147386,7.561396159,7.042661408,7.058013101,7.517627272,7.308564704,7.165592029,7.215210237,7.508057,7.502262812,7.478121122,7.495089783,6.948950848,7.444842533,7.440308789,7.029768803,7.606923415,7.074775674,7.49434879,7.470935625,7.211112628,7.56364478,7.624667976,7.119381961,7.355387664
819,7.456659696,7.480362043,7.211429,7.04930718,7.549504172,7.142527463,7.404866122,6.894278062,7.153294143,7.147330986,7.551429715,7.512428433,7.509112951,7.271327117,7.232270997,7.219059208,7.313851418,7.53323051,7.404653802,7.532648153,7.566325536,7.560656538,7.321222571,7.501318472,7.473861795,7.031820331,6.905774514,7.339590573,6.918233836,7.177497997,7.007039934,7.539771757,7.100128979,7.302836352,7.445945488,7.47457379,7.219919918,7.463429144,7.429905625,7.205072296,7.560085437,7.232989147,7.283342815,7.274766711,7.097163545,7.136397758,7.218977815,7.400727063,7.540973111,6.91210709,7.532384892,7.140890776,7.560386871,7.320177896,7.551275122,7.293684199,7.271382707,7.537416914,6.924520568,7.342834579
820,7.569652676,7.408977132,7.002404467,7.34568217,7.313309394,7.317622012,7.420731326,7.298567524,6.924367706,7.613484564,7.569157768,7.401337113,7.394308788,7.133990824,7.48564629,7.346826292,7.415459511,7.497180562,7.367947237,7.372153392,7.34397615,7.262498953,6.912416177,7.492049708,7.381695321,7.325919304,7.242834901,6.999188567,7.479306753,7.548848472,7.425728355,7.512252818,7.491010534,7.311883532,7.393790831,7.25240126,7.490362164,7.03303931,7.453353608,7.409632011,7.174612428,7.109716808,7.010035318,7.239308397,6.916675474,7.598202941,7.505670135,7.203807893,7.287562271,7.577612513,7.469236818,7.509573819,7.579537578,7.166028416,7.544302172,7.506684814,7.519054145,7.038707038,6.910511457,7.435502642
821,7.105909821,7.151360893,6.946207863,7.449991477,7.524966573,6.95952131,7.281787913,7.538257033,7.020302417,7.095594037,7.41925432,7.209522134,7.293430345,7.176832444,6.950795881,7.358382075,7.287361928,7.576364722,7.28539892,7.199886315,7.058908447,7.289794955,7.083435893,7.039997686,7.121161452,7.317709981,6.963182224,7.36451507,7.029344954,7.298114096,7.266946496,7.563861823,7.013652565,7.433622386,6.964271753,7.366885512,7.052687451,7.499821736,7.343587308,7.343905428,7.58878675,7.041509768,7.469432587,7.555647444,7.40356529,7.08866852,7.253289518,7.138278442,7.15481422,6.927209002,7.56636836,7.1610766,7.04168037,7.46795463,7.433365942,7.543203342,7.381901244,7.606723214,7.057932299,7.423789988
822,7.468500742,7.4922722,7.429933714,7.525416405,7.477683991,7.175394203,7.192120791,7.379064596,7.346895632,7.219261563,7.007495681,7.369643521,7.226944904,7.279378865,7.434274892,7.09014716,7.552300453,7.095449297,7.036069522,6.909395261,7.455787575,7.344751979,6.904912974,7.250816943,7.461726764,7.507122477,7.102094429,7.577793838,6.983546008,7.128579014,7.38670438,7.546417525,7.341872131,7.457052152,7.453705283,7.404434369,7.547215626,6.947505057,7.117331135,7.204601966,6.925835061,7.050971609,7.215740879,6.942892732,7.312311138,7.136988284,7.388727549,7.554222918,7.534474012,7.562042351,7.05658144,7.352513452,7.564009846,7.113802461,7.456683264,7.06106512,7.285660665,7.28089012,7.029986859,7.391858459
823,7.527013096,7.039343992,7.46873519,7.177612343,7.102107932,7.321446963,7.171036277,7.482981894,6.972018731,7.504055466,7.230558364,7.161024521,7.535636996,6.979707088,7.577938037,7.292582133,7.557716166,7.330330146,7.160566966,7.198797577,7.416993849,7.53473661,7.581710668,7.222786685,7.220326949,6.976471853,7.323012474,7.368530364,7.498714094,7.040667616,7.232614039,7.561088403,6.941079052,7.298186095,7.322628395,7.066894632,7.129185911,7.363087793,7.306062439,7.012264692,7.06833347,7.391049847,7.546794713,7.515391114,7.387697537,7.003199377,7.139717573,7.458692261,7.359730157,6.91990046,7.023785971,7.474579208,7.471222463,7.384359734,7.453968557,7.110287828,7.398796549,7.370539753,7.571394349,7.411659997
824,7.427997337,7.117310418,7.330474593,7.308862634,7.484289523,7.419910744,7.390129177,7.501381818,7.421776191,7.373429513,7.582373628,7.421131365,7.438078579,6.969690189,7.324524902,7.562781692,7.318605288,6.949972622,7.624852891,7.016219844,7.476491861,7.347396377,7.179924783,7.291096216,7.485227229,7.502599761,7.14949409,7.610497459,7.053939709,7.51797171,7.522541667,7.184020147,6.937649799,7.542833548,7.538097847,7.512166783,7.380335543,7.214484563,7.344356261,7.378488557,7.508574667,7.478083703,7.062850518,7.231762587,6.938978417,7.316190531,7.15177495,7.503920455,7.311956299,7.334155638,7.220818883,7.380770922,7.392547144,7.398543821,7.248122054,7.393620865,7.20681182,7.425462823,6.989771164,7.205478315
825,7.446657205,7.040801942,7.300597499,7.455920155,7.466883409,7.271492357,7.613593227,7.276532656,7.240503607,7.595463551,7.514614423,7.507234703,7.629173219,7.092241692,7.298093876,7.145146379,7.393445998,7.535224555,7.315218193,7.110627987,7.505685755,7.134688704,7.17800871,7.390091017,7.104221876,7.389588922,7.043898996,7.06773811,7.194309224,7.257979599,7.004271768,7.266013576,7.070820953,7.574074567,7.398957024,7.1819698,7.187275842,7.282064336,7.495947617,7.451526058,7.25403308,6.999903385,7.592370638,7.169368043,7.52976227,7.416253622,7.375413536,7.555547376,7.331530276,6.937862507,7.299883409,7.457209251,7.505778338,7.510421413,7.113481805,7.558948751,7.137095696,7.260538108,6.928176229,7.100398026
826,7.171823015,7.318629533,7.463991769,7.002748679,7.416148317,7.225394739,7.432960699,7.486227024,7.350944052,7.470068543,7.018478282,7.382813019,7.441688603,7.042951887,6.941195235,7.502387171,7.578343483,7.000330551,7.402398056,7.151584706,7.463537801,7.105361052,7.218990749,6.912411022,6.989118293,7.194242152,7.586945648,7.215774798,7.465870533,7.127323818,7.38408445,7.327108181,6.939720731,7.524064386,6.965984027,7.191697969,7.331878036,7.456500304,7.442257538,7.431854111,7.472195213,7.097551966,7.59757419,6.917814577,7.206006471,7.071495438,7.086043661,7.569485966,7.621615296,7.215837505,7.320664368,7.581434279,7.543243857,7.494127539,7.543497728,7.162099522,7.173504804,7.51551716,7.186569697,7.440896847
827,7.291322495,7.317553242,7.288590338,7.541198063,7.079863339,7.545679886,7.047751293,6.929661425,7.046976046,7.4050577,7.561894398,7.303186227,7.575488919,7.511390652,7.292470362,7.034250968,7.480508735,7.554998048,7.351783702,6.932818077,7.516947649,7.043209044,7.220451204,7.484791035,7.444172854,7.501158347,7.058331318,7.461629203,7.205312115,6.91741164,7.608439965,7.34923058,7.245358403,7.387624901,7.355385325,7.1195449,7.092426993,7.467740521,7.260413677,7.410069819,7.591045788,7.142039801,7.037993043,7.480079113,7.549404126,7.041908461,7.372858429,7.416403953,7.406848951,7.195064904,7.548369647,7.196016035,7.165675287,7.493467333,7.064228465,7.175160467,7.193304411,7.591303069,7.236064645,7.034896446
828,7.394067849,7.020855735,7.568618284,7.389261857,7.139031825,7.530700821,7.57168951,6.919752807,7.567645119,7.045986902,7.532901444,7.024809786,7.373817602,7.317757472,7.528279927,7.257937403,7.487400351,7.2288445,7.487414267,7.342179358,7.501809847,7.498193325,7.54133503,7.189366885,7.254194177,7.343964469,7.147426659,7.618813866,6.9342107,7.357261994,7.413688438,7.354115498,7.174452216,7.423733559,7.190735906,7.591650759,7.075155151,7.115367796,7.023387471,7.170534807,7.486319079,7.400605937,7.174166153,7.514017806,7.058990915,7.355393337,7.43758655,7.474080716,7.391961623,7.47011664,7.021575024,7.277229007,7.448968888,7.040711767,7.304983821,7.50451768,7.15799617,7.039798022,7.207668856,7.362451513
829,7.331897974,7.305063528,7.523429524,7.31236428,7.111935138,7.583984568,7.207376536,7.422384184,7.048898995,7.523864372,6.928052942,7.371776813,7.338477062,7.443663854,7.507274299,7.309011259,7.123518624,7.122837059,7.30300949,7.357000669,7.260261844,7.137737253,7.580898093,7.555234604,7.591779447,7.554920301,7.425043931,7.333841435,7.015914694,7.476679288,7.45517378,7.482725398,7.178539196,7.434421022,7.549716356,7.190234168,7.236715292,7.48447071,7.196966509,7.209560272,7.345309126,7.238016289,7.315589403,7.475851636,7.256525275,7.603509437,7.360700464,7.316808708,7.329202286,7.088373715,7.021627174,6.996379445,7.491637761,7.522002743,7.231412955,7.256117536,7.417550703,7.204234515,6.937072733,7.381618342
830,7.631874486,7.074167138,7.504561825,7.280835057,7.344262684,7.20176676,7.608108283,7.064700827,7.495414744,7.393912468,7.0651741,7.468926022,7.184237735,7.462934932,7.451853481,7.510125652,6.993230614,7.092415849,7.432273374,7.331722965,7.052277729,7.115485155,7.525420018,7.176651932,7.484741437,7.449122158,7.374065989,7.188819387,7.138177263,6.917916965,7.317180028,7.051696906,7.100147046,7.258219255,7.060593798,7.409052834,7.586823064,7.246891609,7.347910094,7.335962974,7.205182996,7.328262238,7.228163617,7.239406461,7.293430969,7.118631705,7.10793454,7.241461378,7.247930521,7.303921696,6.98012162,7.618467823,7.570842358,7.009593699,7.170099693,7.118739723,7.554880337,7.570247428,7.39520699,7.080648572
831,7.440096784,7.562605943,7.572935156,6.996336957,7.267343843,7.31700556,7.287989499,7.06044342,7.457882767,7.155401176,6.928764558,7.562987697,7.517959708,7.051648759,7.32200576,7.621695953,7.018885609,7.187094487,7.561540652,7.139760444,7.004919607,7.408806401,7.52453362,7.209719077,7.535085399,7.395260789,7.570912985,7.038189301,7.258030922,7.545089011,7.080025614,7.299487908,7.152592965,7.182702129,7.458102906,7.480032248,7.634880933,7.445858168,7.057175647,7.475493482,7.430755732,7.39092294,7.013319276,6.957017286,7.467780409,7.186969552,6.992800482,7.518627213,7.057640817,6.927251502,6.973097555,7.492284532,7.586490466,7.279106345,7.088722452,6.977411367,6.980158367,7.203101021,7.377813569,7.560666765
832,7.545937258,6.985102302,7.059111776,7.347348492,7.524976608,7.238222284,7.112403929,7.202699151,7.186674244,7.579420954,7.206986211,7.378401303,7.290524073,7.378940945,7.485173501,7.427579708,7.132318729,7.114941287,7.562534851,7.375853329,7.03878277,7.524449819,7.318789569,7.408306863,7.487401199,7.408423707,7.174441059,7.288862519,7.20687701,7.300499903,7.029929766,7.523680566,7.392068963,7.549560966,7.376456697,7.598955166,7.022783571,7.066649826,6.953870317,7.058586558,7.597269667,6.958545214,7.172579876,7.432808439,7.265532659,7.621973421,7.098138882,7.468011747,7.207003573,7.165729198,7.490118121,7.422591144,7.206917403,7.4399693,7.07448528,7.127480773,7.243631899,7.346364909,7.545387311,7.170759945
833,7.341296434,7.000643031,7.19719225,7.532207567,7.472309133,7.303368687,7.395063379,6.920221778,7.142558647,7.08096152,7.514315532,7.344961111,7.594590925,7.280082451,7.0565885,7.433923723,6.990671955,6.982308778,6.982585096,7.171133525,7.056580146,7.585449735,7.383399159,7.338007719,7.360387836,7.042862472,7.298684869,7.427522413,7.003298038,7.012100556,7.196782687,7.344530643,7.33189012,7.182231307,7.56868292,7.451910509,7.52621506,7.041982372,7.592286004,7.462032407,7.594922699,7.049339235,7.427968075,7.285813723,6.996722688,7.092430845,7.583277888,7.05082925,7.314552621,7.324655146,7.020547145,7.159550649,7.102029247,7.511619451,7.184878465,7.198930855,7.246927506,7.513500896,7.505879723,7.49071699
834,7.415824433,7.411195727,7.02849143,7.222468061,7.094415042,7.257699623,7.103011307,7.371059801,7.219189544,7.309009983,6.959428032,7.447346014,7.090216867,7.574232963,7.450949316,7.219867166,7.034719224,7.260914086,7.069464137,7.379314833,7.590002244,7.242541681,7.593034062,7.348064193,7.604116878,7.071004545,7.192628335,7.003336737,7.413481709,7.015011566,7.289101131,7.317034944,7.390443658,7.293610535,7.381141133,7.497634258,7.307879523,7.202364069,7.059442308,7.254580153,7.466473167,6.978532407,7.62381773,7.120172253,7.272922783,7.237289539,7.171475671,7.403928573,7.582876498,7.546018543,7.594597244,7.430618085,7.525583137,7.015567044,7.613882827,7.201615835,7.520542138,7.579014686,7.423851807,7.403020911
835,7.548593021,7.306074881,6.956772474,7.307134621,7.029314544,7.518597839,7.553837868,7.11011568,7.081536682,7.326510132,7.290352678,6.927768269,7.22099666,7.449000105,7.142014844,7.014697159,7.399240964,7.356653831,7.448982619,7.358619803,7.577549206,7.587608645,6.923622455,6.919565626,7.233143379,7.497779501,7.124437439,7.216605928,6.963852422,7.464137498,7.463731927,7.600046951,7.527382244,7.494292733,7.312008546,7.0438755,7.330406122,7.410225647,7.450274939,7.622929672,7.199583547,7.025982211,7.533154024,6.982658703,6.921349436,7.604910704,7.282581011,7.182218281,7.651584182,7.571337698,7.317030855,7.122342681,7.012372193,6.944103646,7.340785247,7.173332398,7.510519106,7.006357415,7.451690105,7.45598632
836,7.302306198,7.162614027,7.456203579,7.390086201,6.985916973,7.458192707,7.221978491,7.188293367,7.500164535,7.529617464,7.402566178,7.093893823,7.171334951,7.150890744,7.403686049,7.17583708,7.085728145,7.057049708,7.019842788,7.052062711,7.37602556,7.465688898,7.341024094,7.103833786,7.131052584,7.534972137,7.054559513,7.027168121,7.422339646,7.25941641,7.067767719,7.356886496,7.506866106,7.368676448,7.577976526,7.526878122,7.584813894,7.201213828,7.5792955,7.178973856,7.497461019,7.534517464,7.406885955,7.116380037,7.111162048,7.546857971,7.086836381,7.546305187,7.025623067,7.224288101,7.431890103,7.615898171,7.123294983,7.492131784,6.988652897,7.392458509,7.495872,7.322155378,7.305577931,7.297049216
837,7.360799379,7.266612168,7.586445758,7.254718357,7.352815175,7.223823747,7.511713003,7.592760522,7.123754646,7.585185616,7.220295297,7.488994953,7.318040489,7.497098959,7.129213312,7.604938422,7.489079564,7.48451874,7.520001327,6.937576577,7.598504582,7.366759306,7.079152295,7.448880873,7.580292058,7.022556783,7.400881351,7.085417701,7.408139528,7.306718774,7.22543075,7.557812354,7.383256706,7.408543369,6.997812856,7.472694673,6.971054772,7.539179366,7.512732267,7.643449613,7.582342456,7.054689868,7.43188244,7.185569068,7.006584385,7.530153962,7.202688377,7.117362673,6.994260488,6.960026246,7.480281265,7.484868502,7.199342588,7.336426751,6.990218779,7.599854931,7.02087619,7.072701409,7.147675618,7.018026535
838,7.503727598,7.416797826,7.285870909,7.294202373,6.970219838,7.319279518,7.278200845,7.440234016,7.597530383,7.239636287,6.953661664,6.99668438,7.123961127,7.197684235,7.137924395,7.162254631,7.149801319,7.367554819,7.39603349,7.568424801,7.435605697,7.481657452,7.245935737,7.198125818,7.4892267,7.005217872,6.965966361,7.078188369,7.420268273,7.041066043,7.499590091,7.309024185,7.205253666,7.477925013,7.347716912,7.499485048,7.285859276,7.571833277,7.02867114,7.149501094,7.559114296,6.978709508,7.436151082,7.185385321,7.261838425,7.501602101,7.366770113,7.32714405,7.617996923,7.450396685,7.265719771,7.422992589,7.078376052,7.394979994,7.230922659,7.529309618,7.404506458,7.231984687,7.586073556,7.250287893
839,7.199517695,7.17515373,7.226681641,7.483239507,7.364040112,7.031046882,7.634951755,7.120081396,6.962354035,7.650726309,7.253493476,7.045049535,7.244871358,6.975071455,7.440598209,7.586742945,7.324593752,7.446531159,7.141370142,7.377362499,7.422269566,7.3341191,7.167987343,7.070723656,7.117511605,6.968498673,7.256842266,7.330927161,7.116781501,6.974176634,7.631445076,7.231131439,7.260716975,7.546715772,7.150570232,7.568590941,7.618140152,7.244788775,7.317565312,7.6493245,7.187156491,7.433465756,7.204257394,7.059380998,7.228183819,7.622895433,7.216875116,7.273367111,7.232406213,7.212952575,7.417385217,7.025657933,7.399054002,7.585500715,7.530698691,7.47421265,7.367513624,7.26933899,7.19871184,7.012868202
840,7.40908839,7.197725714,7.05371444,7.489533358,7.237591021,7.45508483,7.418184566,7.486925993,7.395679373,7.61530714,7.381759877,7.091576778,7.168913014,7.074948554,7.220679063,7.628383632,7.275273812,7.587729854,7.082548124,7.218486085,7.301397015,7.487778619,7.106504732,7.301427466,7.549150633,7.152322692,6.954129851,7.45708665,7.43804233,7.593879246,7.533392686,7.351871351,7.117354808,7.212447037,7.501524621,7.107954262,7.497748119,7.297522865,7.599887817,7.441562456,7.060094448,7.466615633,7.347459151,7.364857556,7.443414799,7.617615673,7.157505441,7.17606319,7.633158998,7.604719811,7.471407554,7.307559692,7.608615481,7.197037508,7.251164682,7.247582841,7.361769586,7.01593699,7.275810812,7.152910375
841,7.571772804,7.416394636,6.949944582,7.586099802,7.148135028,7.032291982,7.614157926,6.953352882,7.26995279,7.114522937,7.53302048,7.48902695,7.642691876,7.093633898,7.081026881,7.214737118,7.072829773,7.460222793,7.510844134,6.920252353,7.407498366,7.303077733,7.267438403,7.497104165,7.552264074,7.445058057,7.317142147,7.253240179,7.493575458,7.596235886,7.446627068,7.436624281,7.285414883,7.56198957,7.462735176,7.368568858,7.496601306,7.491287519,7.394827438,7.527041942,7.012010755,7.024436798,7.588323304,7.362225466,7.545046816,7.216566997,7.46747518,7.542835959,7.527933812,7.560637254,7.205821535,7.214815097,7.59550671,7.528564137,7.594294585,7.325797214,7.077815591,7.27752273,7.432810216,7.064504883
842,7.174211294,7.555640672,7.059260404,7.412818432,6.985869995,7.54828377,7.098576536,7.045125474,7.570021281,7.315755825,7.132147299,7.464631587,7.179471129,7.613401754,7.362836214,7.602333919,7.270567342,7.536047825,7.286873373,7.257324698,7.533756202,7.518670101,7.280747584,7.105817367,7.564402618,6.995159608,6.959933791,7.349801309,6.951624454,7.030403621,7.12906688,7.400604709,7.481025661,7.475201679,7.307360627,7.467866212,7.218227502,7.495289435,7.151806777,7.065988084,7.560287381,7.218411337,7.581472993,7.503404252,7.314417768,7.166363098,7.484564093,7.338097746,7.13398535,7.255839364,7.581067517,7.334124629,7.276994899,7.3060127,7.31959165,6.986927196,7.559641529,7.403458815,7.369606599,7.314064664
843,7.554070802,7.370301048,7.235320011,7.618050863,7.056427528,7.531484024,7.42226159,7.034354445,7.554511043,7.140024153,7.187403343,7.117602502,7.32485125,7.082103128,7.028465169,7.565616841,7.342652037,7.319998318,7.533353366,7.307045832,7.250655706,7.268553104,7.215332861,7.481932133,7.585350001,7.027766134,7.55104467,7.0800969,7.544478796,6.933608782,7.438601529,7.50158259,7.565428769,7.299788619,7.274090337,7.51205673,7.440346425,7.144089146,7.498158159,7.050947531,7.151259406,7.214143683,7.527399168,7.194382564,7.180336814,7.391204643,7.526318149,7.503445087,7.326881202,7.51447475,7.449239625,7.053294198,7.452656749,7.570547307,7.486596591,7.371282744,7.104387437,7.219428074,7.174570155,7.548247273
844,7.185424887,7.593301685,7.537560574,7.585990121,7.031731285,7.238486317,7.331646501,7.348511677,7.544979866,7.223524981,7.030790748,7.023166409,7.010692391,7.599422556,7.588257866,7.584251787,7.320608233,7.397547962,7.016670739,6.984632627,7.074540481,7.142456233,7.128881633,7.040500813,7.242782496,7.25017379,7.367206276,7.29915057,6.982116457,7.336732044,7.579767203,7.371284433,7.066442419,7.57026803,7.305707843,7.394464449,7.491183679,6.959921736,7.067552712,7.585242737,7.022626219,6.953846077,7.104160236,6.982799747,7.559672294,7.39973509,7.358954462,7.546938378,7.393673883,7.014103573,7.421739495,7.449752363,7.414727026,7.436826826,7.382206555,7.434241629,7.525909427,7.619482931,7.474448859,7.239038645
845,7.287702933,7.036321003,7.494558504,7.565212338,7.60140157,7.469282254,7.068004826,7.285499976,7.298615585,7.221734129,7.597053951,7.326431385,7.626468889,7.109208374,7.135040055,7.117392716,7.228677411,7.146296351,7.281441401,7.180569327,7.392901248,7.65379379,7.015108452,7.440306576,7.510752574,7.374035117,7.572246325,7.36633648,7.240679089,7.570111847,7.198187091,7.43256851,7.022042894,7.059640614,7.374974595,7.227923641,7.330869671,7.270743356,7.356261674,7.291425403,7.262773819,6.963120424,7.556578611,7.604214578,7.420913297,7.139053144,7.501468385,7.250759234,7.586958142,7.099824884,7.202623405,7.437590496,7.34406729,7.615211372,7.013523586,7.33335225,7.111138811,7.033617609,7.4885572,7.396379828
