order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b,Target 6,attribute a,attribute b,Target 7,attribute a,attribute b,Target 8,attribute a,attribute b,Target 9,attribute a,attribute b,Target 10,attribute a,attribute b
854,7.357911657,7.628180886,7.538811917,7.503302433,6.956096841,7.3485998,7.551832549,7.288768542,7.61205828,7.208906635,7.623547186,7.454844402,7.189807412,7.517753109,7.332217956,7.479399083,7.484550481,7.572549377,7.007260438,7.145057755,7.427523483,7.031070699,7.28517408,7.611066948,7.555503413,7.457948336,7.181853649,7.342593286,7.560334738,7.23034679
855,7.478370723,7.406725182,7.60998958,7.652651506,7.536986655,7.593799823,7.402144367,7.181483445,7.322212318,7.627472136,7.511910651,7.620408163,7.440343608,7.298501462,7.467649987,7.496751783,7.529669157,7.489171435,7.432764059,7.192898487,7.214657329,7.290250398,7.253422775,7.191689304,7.13291483,7.288366863,7.036116737,7.479707921,7.104225745,7.514594111
856,7.481468726,7.524025505,7.418861373,7.146946185,7.09613051,7.399930073,7.490400438,7.126206033,7.520059895,7.644505637,7.276257303,7.495371171,7.280126471,7.444167064,7.007286345,7.638620846,7.100718454,7.173472166,7.640816383,7.558950466,7.518247043,7.62608521,7.089403369,7.453439589,7.359707983,7.446449464,7.302633547,7.234612473,7.570784639,7.320363902
857,7.148432741,7.186135592,7.522217468,7.593496371,7.316349832,7.577121611,7.533014277,7.455821564,7.012238039,7.616606052,7.614999747,7.45108804,7.026039635,7.347262358,7.364215627,7.380052927,7.121856832,7.096822581,7.356415156,7.40527972,7.313881475,7.587560868,7.532576605,7.572199371,7.227809211,7.147910653,7.331850516,7.266416468,7.603279332,7.033337111
858,7.364449479,7.051031992,7.047005307,7.152567463,7.154763795,7.60442869,7.289145885,7.250965057,7.626191096,7.007115083,7.58725874,7.417359483,7.546444779,7.196925955,7.121899715,7.630377641,7.143138978,7.161773962,7.249463505,7.375722409,7.513607365,7.086049479,7.025751324,6.99617795,7.280876573,7.46525139,7.558829674,7.59286258,7.013808713,7.609972808
859,7.65344536,7.155062631,7.506294214,7.330044711,7.081316859,7.387124829,7.278464668,7.016447446,7.458743474,7.395210758,7.557440109,7.440216071,7.560497714,7.529724518,7.635201223,7.358003267,7.409203188,7.524807227,7.634493677,7.394255168,7.080536181,7.222132214,7.339660565,6.943776774,7.435316517,7.371321494,7.606877235,7.653885143,7.579982353,7.106273855
860,7.537885743,7.114845656,7.033205557,7.356308264,7.325102211,7.568462885,7.508900663,7.220607711,7.193966841,7.672445212,7.003127437,7.461864353,7.569144476,7.29173762,7.59815111,7.131877812,7.004956352,7.209218948,7.028754468,7.146985978,7.176275019,7.118201968,7.171198155,7.407449303,7.368517242,7.112545095,7.144205114,7.117788258,7.385279921,7.407719505
861,7.229426499,7.132656342,7.17052399,7.504817547,7.483594611,7.071759551,7.571337632,7.061077965,7.355845078,7.23377278,6.969580447,7.201594752,7.486431392,7.458140034,7.557635961,7.307678665,7.556835192,7.364055776,7.133119952,7.220210256,7.302857124,7.656977338,7.405049655,6.997461416,7.680720073,7.166425608,7.340030934,7.62457071,7.473843403,7.575225714
862,7.410277327,7.057420667,7.615399321,7.260801874,7.202462569,7.454894937,7.10632214,7.635651241,7.634532368,7.416932956,7.434874678,7.266151461,7.192392419,7.04933019,7.345273852,7.054738415,7.629154617,7.298147924,7.641302463,7.624405686,7.365050824,7.633876575,6.975260772,7.306743975,7.519961955,7.407247196,7.563797684,7.314567421,7.57916935,7.219336284
863,7.665815797,7.594973982,7.439654815,7.093120263,7.293651058,7.009554019,7.1892144,7.375251233,7.223612649,7.369969161,7.219915941,7.296058493,7.369920662,7.150980016,7.524107835,7.381425805,7.32119913,7.020531568,7.324421485,7.553876326,7.542227617,7.069631262,6.950628208,7.079063159,7.132807054,7.378991506,7.273447885,7.138633048,7.109875582,7.096924855
864,7.475299033,7.414391658,7.401095562,7.554502718,7.19189621,7.53348091,7.448467939,7.567464561,6.985614316,7.18265506,7.071131319,7.309320963,7.48302742,7.578386941,7.251343696,7.361785927,7.365514867,7.092104991,7.636402929,7.458568656,7.467307807,7.562978289,7.628660393,7.323918209,7.431032533,7.519482558,7.316740781,7.668663577,7.020427052,7.525979211
865,7.498797917,7.523348869,7.369475201,7.430033337,7.429479789,7.446536754,7.431757059,7.162335245,7.507079536,7.542486738,7.507652523,7.266689147,7.367455024,7.406569396,7.429761649,7.381160754,7.174385923,7.631786824,7.270198611,7.393453836,7.138908323,7.1539006,7.526903216,7.194636496,7.064085435,7.529770202,7.617080536,7.393950391,6.965832432,7.591333635
866,7.314826559,7.526433955,7.432451321,7.600065386,7.234420427,7.605333066,7.628401788,7.411943754,7.520459947,7.503174561,7.040787038,7.420073996,7.212068786,7.390474022,7.617580405,7.490843239,7.356127665,7.120679928,7.446179648,7.07125033,7.3126317,7.650006645,7.566984856,7.10459946,7.636657552,7.140994538,7.37501534,7.353756627,7.354204409,7.629771995
867,7.207063499,7.035797736,7.610458413,7.464422281,7.515092734,7.60390855,7.644111989,7.520449065,7.290083782,7.585543192,7.094711433,7.507725914,7.615963943,7.175133973,7.57559927,7.075916123,7.22098546,6.987806753,7.623485114,7.62515502,7.085532447,7.301722053,7.026507739,7.264242017,7.007006447,7.580715521,7.216552409,7.342442048,7.074378555,7.197863672
868,7.414378041,7.28331038,7.558269273,7.680557962,7.055658001,7.104249801,7.446349376,7.207721436,7.182057312,7.062047456,7.558994684,7.250236389,7.29726821,7.054817326,7.621786395,7.031461491,7.521033814,7.237057804,7.333063415,7.596750925,7.506898868,7.445799732,7.604126422,7.611726575,7.570923627,7.585268728,7.056905885,7.545073481,7.632073274,7.337680424
869,7.107928896,7.171434452,6.983622725,7.223581218,7.575474591,7.167220262,7.177137349,7.493880944,7.591102634,7.309838189,7.407212954,7.289001218,7.541120514,7.043256684,7.592825791,7.264240774,7.281976083,7.379400584,7.226336254,7.064714502,7.387392568,7.395385044,7.300900822,7.458851698,7.358283727,7.55188385,7.593197129,7.541755043,7.151013069,7.288826595
870,7.459020844,7.51299758,7.431565594,7.189784697,7.133932932,7.608256494,7.678169207,7.494824615,7.41943954,7.491328511,7.320430546,7.489877977,7.278786648,7.592130908,7.55908343,7.555608296,7.252490437,7.322373649,7.677392604,7.025498597,7.358701853,7.522320127,7.41153,7.177091546,7.506792018,7.63607887,7.418521127,7.571017591,7.590018671,7.480118268
871,7.315950913,7.415635493,7.569790689,7.47303482,7.553516085,7.52739821,7.603936962,7.349015915,7.628950415,7.408875331,7.189529325,7.574820053,7.528692317,7.129957516,7.537137079,7.375205514,7.29160664,7.309280768,7.567729922,7.202837095,6.983337574,7.67468943,7.469092689,7.005180183,7.644851285,7.534975185,7.410551273,7.089593092,7.212039733,7.523428486
872,7.322911759,7.592982819,7.50460077,7.144575996,6.976400521,7.0256231,7.181329105,7.593927573,7.2896046,7.405358911,7.435961537,7.521195031,7.288096091,7.075507583,7.099521844,7.381632605,7.493744337,7.469916733,7.470104005,7.41474191,7.42886488,7.526676113,7.301259676,7.646292887,7.612815961,7.051288283,7.141608423,7.661809382,7.143026138,7.546596969
873,7.649244703,7.492372458,7.618407246,7.237021081,7.610594833,7.065416154,7.355258527,7.081018827,7.146524546,7.133199595,7.640277843,7.555575209,7.476771857,7.590297923,7.221235711,7.642901076,7.199044116,7.442937102,7.297334792,7.604727624,7.347036671,7.626176775,7.045377889,7.381459921,7.561995647,7.617355826,7.64356,7.072179243,7.54491017,7.091539925
874,7.553675769,7.438340434,7.575429477,7.089522021,7.29188664,7.419841971,7.331552577,7.241374733,7.450364836,7.039279628,7.10038787,7.240945323,7.591715749,7.153273403,7.400715261,7.681161521,7.04320008,7.499282257,7.356210004,7.070619231,7.488867613,7.560738914,7.41172951,7.448806179,7.042129786,7.5383595,7.38752882,7.686882935,7.538422993,7.468922861
875,7.587081657,7.15664409,7.390753614,7.250869566,7.496248918,7.559832268,7.354474944,7.405984737,7.011469954,7.619822134,7.187660601,7.159174169,7.189315887,7.061536165,7.598959626,7.273988963,7.508111818,7.289867705,7.585467253,7.463571196,7.228439708,7.672069583,7.608790174,7.389930519,7.351938065,7.579999727,7.407479494,7.055650227,7.616549489,7.478472204
876,7.539291376,7.555711792,6.973493902,7.595164232,7.223824642,7.026492087,7.671109255,7.322141765,7.512760043,7.552244643,7.648147721,7.604762868,7.388257131,7.509157767,7.422789343,7.30559505,7.368135152,7.368010418,7.497414613,7.601736724,7.291881532,7.107782056,7.566615994,7.215133707,7.422723663,7.470935256,7.258581234,7.641670119,7.527103538,7.176705699
877,7.257486392,7.074155169,6.999536851,7.257065877,7.461332658,6.966488974,7.574391189,7.48427708,7.548839467,7.441008088,7.612919302,7.081613766,7.575551528,7.432856515,7.422973435,7.560169997,7.042820919,7.411897932,7.570143088,6.987322627,7.342155363,7.438728295,7.643424544,7.477443709,7.60945067,7.276425721,7.330732602,7.433654515,7.033259525,7.429506205
878,7.569134498,7.427838422,7.604148878,7.351582555,7.101829597,6.965956279,7.469328475,7.285953713,7.336756097,7.074581417,7.325837262,7.356801229,7.206220631,7.08565684,7.427627823,7.477372151,7.462853279,7.208441315,7.581815278,7.38180349,7.032644047,7.481252673,7.197886569,7.518060752,7.463746037,7.071707333,7.300989312,7.492102479,7.322526033,7.519719828
879,7.171503237,7.479177762,7.260081582,7.303002702,7.546835498,7.478995981,7.428715055,7.300062474,7.406759282,7.459252728,7.576697134,7.377484702,7.484152151,7.570073547,7.46503761,7.48990499,7.412090958,7.025309848,7.682361555,7.334076801,7.162278291,7.209863686,7.292758031,7.449785013,7.286022823,7.572875939,7.533801238,7.56690212,7.491676542,7.635558313
880,7.587461679,7.043769565,7.38056252,7.470830514,7.427968205,7.035878064,7.672161548,7.474822679,7.415955401,7.361047342,7.017829744,7.617694105,7.193395401,7.122465449,7.561920261,7.09991157,7.615369772,7.463548873,7.183115751,7.562292965,7.629495719,7.028509356,7.489502,7.591320109,7.558992171,7.304105075,7.433997434,7.616844493,7.351847318,7.281683742
881,7.16289428,7.406197316,7.118131386,7.639466353,7.204094671,7.22160876,7.501655638,7.408477889,7.528800533,7.106590925,7.345527197,7.421759621,7.309660558,6.982620195,7.299889007,7.574069842,7.645707103,7.590159701,7.612400652,7.461330854,7.57736105,7.369798039,7.597632826,7.293409643,7.039922164,7.302179069,7.43957148,7.645041965,6.981695117,7.482677388
882,7.336779833,7.225673813,7.512551611,7.103267067,7.430847169,7.077159749,7.356087622,7.578579654,7.165197179,7.566870016,6.969474076,7.374839672,7.584032587,7.416112178,7.647870651,7.656300443,7.585237304,7.131847465,7.530717128,7.64196847,7.655314351,7.576833528,7.502764413,7.383609867,7.216801658,7.128258267,7.329756501,7.547988948,7.465878118,7.56172479
883,7.080008222,7.591643565,6.975500297,7.565241188,7.176202002,7.253210447,7.689286789,7.644825243,7.288614537,7.273594492,6.986529988,7.412226438,7.65316849,7.346673043,7.466140203,7.270302244,7.313997897,7.047260853,7.340602291,7.645532086,7.461592543,7.056604848,7.28135679,7.312482677,7.241190263,7.137687201,7.532877002,7.425020221,7.000973657,7.432691689
884,7.329143406,7.100404417,7.134758517,7.165215104,7.444046126,7.025123218,7.647076362,7.614218844,7.341391376,7.1643083,7.101777649,7.405450385,7.662298341,7.372990781,7.061083466,7.246360896,7.155121465,7.656117054,7.2990265,7.23500975,7.581071671,7.527445352,7.594563398,7.409617763,7.699117563,7.621033737,7.607582847,7.639609885,7.327842496,7.569535077
885,7.5151798,7.418600354,7.538135529,7.68781841,7.29874385,7.627908535,7.309369186,7.454165491,7.060478053,7.695198703,7.253845642,7.566796121,7.647022875,7.040158342,7.660560379,7.329439707,7.282034398,7.557877447,7.69790856,7.572782859,7.348068422,7.171487803,7.517450133,7.001343562,7.446138356,7.546711807,7.630770348,7.476212589,7.152145828,7.656670696
886,7.43379679,7.572884107,7.08419399,7.302908789,7.437764433,7.071888733,7.268499846,7.630718635,7.416001002,7.105674371,7.635558731,7.414915628,7.068770388,7.20459726,7.612528114,7.479648764,7.413045524,7.295447376,7.150697043,7.60378887,7.551067605,7.62920934,7.606119606,7.639728386,7.541452287,7.185106211,7.464045453,7.682843165,7.506889779,7.659472643
887,7.23278245,7.588467971,7.459850824,7.639647451,7.622290428,7.204842078,7.407138863,7.637760844,7.289721212,7.047554821,7.234516246,7.141331249,7.594014912,7.201046251,7.614171655,7.46673284,7.100457381,7.106086428,7.196189537,7.438839639,7.577942299,7.290753878,7.007645569,7.027492827,7.24855716,7.318644507,7.194016232,7.188094921,7.646761052,7.166506714
888,7.117627199,7.497610216,7.137716948,7.374358399,7.249049613,7.015544131,7.180661511,7.590026561,7.065196309,7.213429962,7.536511928,7.522456091,7.431482662,7.209559197,7.445958135,7.588009022,7.193998514,7.40083223,7.059300545,7.15127453,7.420658148,7.348217495,7.420932575,7.003837312,7.672688027,7.218147492,7.409901591,7.112441404,7.258043847,7.529315964
889,7.05681276,7.13902043,7.549679172,7.468065765,7.389896453,7.568713373,7.639973832,6.984839735,7.427772084,7.33266014,7.014369371,7.593074059,7.428178847,7.49964314,7.109478276,7.595146799,7.468601269,7.470672537,7.488017399,7.235516073,7.570302535,7.547997011,7.511033256,7.518843078,7.259415811,7.39258477,7.499332566,7.292954095,7.524942653,7.219994503
890,7.405344918,7.252925927,7.286561802,7.251089639,7.129354543,7.275225674,7.317121755,7.593747295,7.444203409,7.378370775,7.447369373,7.579679882,7.418970745,7.087526496,7.660708429,7.651664937,7.108361626,7.207424381,7.624887002,7.283713452,7.575314458,7.652745066,7.224944654,7.510914415,7.393123507,7.336635266,7.457346459,7.354049853,7.097491379,7.006968988
891,7.625596631,7.192053325,7.602116223,7.653277673,7.460335491,7.303805254,7.672558165,7.286908295,6.996831392,7.286423824,7.417845942,7.253270041,7.616789256,7.553139534,7.344727069,7.36490206,7.409827496,7.091000962,7.590728525,7.011254219,6.986657213,7.341620423,7.101178078,7.409648535,7.627153819,7.069329911,7.086619794,7.298672715,7.638029746,7.309321419
892,7.172688982,7.57338438,7.552736917,7.259686018,7.27635581,7.548508971,7.190103579,7.292358396,7.595055054,7.668170199,7.278426526,7.386143853,7.535625155,7.067696666,7.050767696,7.386260748,7.476530201,7.537459159,7.649159073,7.558849323,7.138344537,7.087538284,7.613243133,7.124071148,7.573818419,7.509920816,7.520958629,7.057050423,7.494415934,7.326627813
893,7.268372837,7.144656096,7.158620943,7.478548855,7.662038661,7.353894167,7.195082418,7.311913113,7.323651691,7.210677741,7.435245789,7.541143222,7.532400803,7.612669089,7.253351838,7.602547515,7.664647823,7.482576574,7.509103372,7.114698874,7.450543823,7.08112885,7.607696635,7.52280696,7.686362968,7.365620023,7.38623675,7.232673948,7.079493456,7.659737013
894,7.508520272,7.468830446,7.608644589,7.57416458,7.187120804,7.61839419,7.622742035,7.468441354,7.381300142,7.588198586,7.40165941,7.373713119,7.506968009,7.599394108,7.424552473,7.529250646,7.254035683,7.203367221,7.64116902,7.362836645,7.242380514,7.425539479,7.557848414,7.497818773,7.472431498,7.331967128,7.459054321,7.678540638,7.196475056,7.184346631
895,7.578700558,7.305818759,7.04804335,7.206764865,7.413741259,7.163755325,7.550120144,7.410547347,7.184294365,7.539169075,7.402805838,7.37073095,7.213847882,7.474280053,7.374735018,7.603883796,7.307361259,7.613724838,7.328229663,7.439957396,7.44504293,7.21227806,7.661010661,7.618250792,7.474987782,7.291047503,7.495143387,7.671569664,7.277379938,7.598329424
896,7.244644182,7.051632332,7.293912497,7.355472303,7.589875807,7.057457048,7.528026519,7.189964218,7.390205814,7.184828978,7.621662838,7.182386422,7.280148919,7.391038059,7.217550262,7.267812353,7.193697294,7.280632879,7.680094411,7.481824174,7.498955567,7.715197597,7.179882875,7.1407391,7.129474644,7.499456308,7.095894622,7.431494976,7.288286503,7.41127678
897,7.085898823,7.198112041,7.374848157,7.170152478,7.326703924,7.555871044,7.478702477,7.581671597,7.598211755,7.267237148,7.015762275,7.541587796,7.144413449,7.640158636,7.014972985,7.428513715,7.559003518,7.127284016,7.080071604,7.36697058,7.49568861,7.472850369,7.510581077,7.614396362,7.489465209,7.216157866,7.018881209,7.687570531,7.518912566,7.511096011
898,7.551763603,7.044475614,7.294119767,7.252599458,7.456627114,7.034092803,7.500656354,7.375235574,7.664910485,7.581138841,7.674898018,7.153255197,7.244955184,7.030909372,7.092779922,7.497588309,7.07645265,7.346263728,7.484091241,7.597605844,7.044564053,7.182549525,7.539349038,7.083043593,7.106669881,7.430572707,7.349164643,7.539959201,7.125778225,7.035138758
899,7.434685588,7.3944511,7.131982257,7.377039408,7.432591471,7.398757199,7.630622919,7.287345852,7.35390459,7.701894135,6.991541366,7.113204443,7.654668836,7.277411482,7.588380215,7.27226708,7.153758983,7.362888615,7.210001619,7.554336707,7.542253526,7.45522307,7.26632969,7.616357679,7.092963797,7.127634124,7.521386976,7.49091509,7.598983088,6.989177454
900,7.554957526,7.183203788,7.19315021,7.470232047,7.081845672,7.598784031,7.690245539,7.139311778,7.293951136,7.409629956,7.220429504,7.416065261,7.164917822,7.083954956,7.409722526,7.362182495,7.323693465,7.112471448,7.139107936,7.163642461,7.063229229,7.409987579,7.243421774,7.365413178,7.05208697,7.304910876,7.27605544,7.166045352,7.655228878,7.411487031
901,7.636700578,7.396457628,7.401035171,7.439792819,7.069644497,7.527532378,7.233115706,7.545791227,7.538361997,7.561083283,7.667944879,7.231780579,7.345513722,7.073446216,7.368650092,7.28770893,7.047049837,7.262706225,7.204168626,7.269102013,7.654551931,7.087232102,7.653506261,7.094583606,7.223944413,7.286215744,7.594094061,7.679533171,7.376988201,7.442362064
902,7.392108656,7.652760365,7.19317189,7.592501889,7.408126398,7.534579998,7.646031002,7.659854911,7.138023059,7.683531021,7.094425261,7.089114284,7.571499166,7.419793776,7.383063728,7.507605206,7.480836995,7.226337838,7.419089676,7.083772258,7.365988844,7.320610557,7.461536742,7.365622855,7.322765029,7.101597612,7.591796468,7.113351475,7.468917468,7.420273517
903,7.494129067,7.143015133,7.422588196,7.669841932,7.51718194,7.102066068,7.552087804,7.099928906,7.617606901,7.279264123,7.346389772,7.595844773,7.671369533,7.545467472,7.596650188,7.166489079,7.372120678,7.314621385,7.282192852,7.557510015,7.53175306,7.647067328,7.084892406,7.637835207,7.467721422,7.484353253,7.425322561,7.535038897,7.514046096,7.370200109
904,7.498221835,7.217658034,7.646275645,7.280264885,7.225376454,7.589663529,7.268773242,7.219910269,7.650911982,7.618033112,6.997132975,7.651027382,7.170338285,7.241026814,7.523585934,7.603443352,7.266355415,7.233919509,7.621454844,7.358195136,7.434499203,7.22164772,7.426723547,7.430863682,7.241646003,7.105848207,7.439304741,7.187079972,7.654084173,7.605936462
905,7.70461312,7.203821504,7.583916943,7.079611307,7.400511663,7.665224209,7.432286857,7.162293839,7.469266281,7.61724326,7.336896346,7.456247308,7.086525539,7.422053943,7.37453521,7.323702289,7.627047315,7.630194644,7.595905124,7.322393434,7.25683828,7.180427437,7.48943611,7.65016036,7.39232241,7.014526749,7.102593766,7.641717188,7.062938933,7.165287807
906,7.600426031,7.33196638,7.073167086,7.54513739,7.485745649,7.428668584,7.269347081,7.681523594,7.198852908,7.590435862,7.136714142,7.185432583,7.223330075,7.496444013,7.095464867,7.400577897,7.436013676,7.045014996,7.583777372,7.602615537,7.169661705,7.578426274,7.302988014,7.452803226,7.378838709,7.632617129,7.357910721,7.125556168,7.191199619,7.331728808
907,7.152841588,7.540064878,7.585996087,7.340984791,7.484675971,7.020223356,7.119341341,7.685959881,7.382838651,7.427382789,7.227882594,7.484385088,7.198335419,7.403258285,7.195893803,7.614786134,7.231616959,7.634003825,7.61117622,7.266646312,7.012125368,7.425922703,7.551123915,7.031755282,7.304163783,7.465751386,7.408405685,7.063938776,7.191349776,7.287147395
908,7.210748093,7.504037575,7.58524995,7.623718171,7.500688414,7.578496725,7.050365749,7.681506668,7.607470393,7.547154841,7.12933677,7.141056185,7.63731107,7.384290029,7.148374442,7.229120805,7.556450888,7.438725795,7.519336493,7.207551626,7.207166688,7.651399852,7.479585075,7.63549802,7.516483252,7.457793475,7.058092524,7.466441299,7.623976178,7.55682322
909,7.461176063,7.40323709,7.522697883,7.578116836,7.598993618,7.205105171,7.414800733,7.233071438,7.56671031,7.228535411,7.345695332,7.318087478,7.59131037,7.179137899,7.653451337,7.602409743,7.126921784,7.513674848,7.689844967,7.529431958,7.339508908,7.283050003,7.612267129,7.440829248,7.559410583,7.425146825,7.023427843,7.419846972,7.431481886,7.43226374
910,7.212790792,7.544927259,7.387633728,7.351019517,7.464142259,7.595057138,7.240489593,7.38085791,7.140626544,7.699180579,7.34061069,7.302779043,7.335111653,7.337486734,7.491632524,7.36516858,7.168433967,7.479125623,7.20882227,7.187495784,7.397049398,7.480505699,7.217386071,7.603720565,7.572883299,7.049250871,7.468856819,7.19317101,7.600329758,7.602724815
911,7.070159714,7.294602479,7.381083447,7.084302974,7.290881803,7.003483219,7.433220445,7.280180467,7.525374727,7.468891757,7.387760416,7.277978883,7.416154976,7.565476417,7.16789356,7.685263323,7.560229253,7.166255865,7.270875637,7.649516582,7.637949107,7.172954361,7.078329105,7.464088429,7.537708144,7.490307897,7.341195427,7.60357036,7.381503794,7.461341735
912,7.474776817,7.444548858,7.18858474,7.511744986,7.282763501,7.360651015,7.616158657,7.64349502,7.156466464,7.269986894,7.127521249,7.631959111,7.607453701,7.007791746,7.259539506,7.522659041,7.009366163,7.653102393,7.573063277,7.169248999,7.679955276,7.35441313,7.522580506,7.470061811,7.657577393,7.413698975,7.352859219,7.1208368,7.584501451,7.301130816
913,7.704220147,7.552941011,7.111911159,7.333774514,7.349745667,7.079970917,7.336441491,7.2246183,7.439963913,7.316491576,7.463468084,7.457872959,7.359328871,7.10737416,7.060791542,7.592998086,7.591625799,7.135013207,7.414544799,7.270607774,7.66941008,7.718451199,7.364335094,7.555605428,7.419271306,7.360777683,7.321362558,7.227743859,7.479888474,7.064319074
914,7.486392585,7.166366964,7.330109989,7.198130028,7.516437471,7.083739947,7.554611299,7.335582538,7.372143391,7.70283229,7.619458716,7.666034234,7.681549854,7.247831444,7.498396461,7.159191977,7.530539425,7.185765636,7.45331276,7.617579107,7.354316509,7.154079115,7.687133967,7.563276567,7.703779588,7.620830857,7.583717334,7.190159592,7.12535873,7.446093988
915,7.557673762,7.475274057,7.013772789,7.647236187,7.391486819,7.389206641,7.695653818,7.640306344,7.121184281,7.654882773,7.150717248,7.166403714,7.392265924,7.29612695,7.649049939,7.198799615,7.422845818,7.145074473,7.168823851,7.617984555,7.281580479,7.382191143,7.421266182,7.556636275,7.578522321,7.619237678,7.462304856,7.45909214,7.573413909,7.396186841
916,7.552296595,7.120979764,7.287316004,7.374897994,7.269819894,7.514394412,7.656333287,7.570948084,7.190744956,7.353722409,7.638595952,7.526951434,7.303023902,7.540726893,7.558532428,7.502511673,7.263528683,7.108750541,7.551787667,7.690807619,7.08039142,7.342387957,7.567396333,7.365519558,7.513109324,7.673314985,7.199067342,7.671695363,7.606674763,7.615583432
917,7.570725146,7.272156109,7.082086268,7.620609985,7.131861271,7.576179157,7.523948042,7.491763476,7.376134813,7.656659024,7.555793266,7.516611206,7.276367229,7.419956236,7.315024768,7.583661916,7.320225126,7.599689464,7.23905617,7.380503524,7.080421954,7.644123642,7.45503847,7.347628583,7.529295466,7.5361396,7.162261871,7.429168857,7.510677004,7.678072042
918,7.641109268,7.094729995,7.044231479,7.403512064,7.373747611,7.325929035,7.237664959,7.038709948,7.367131383,7.641406532,7.08528785,7.662992432,7.676836312,7.135634142,7.62208322,7.430356097,7.690383573,7.669607254,7.66976044,7.409776136,7.346214207,7.425152746,7.388580504,7.180698693,7.197281808,7.598892993,7.185805108,7.345252242,7.543293582,7.634826367
919,7.598958327,7.428506553,7.579882805,7.632188813,7.508013387,7.375167737,7.306852059,7.570217427,7.329285668,7.451606167,7.413554217,7.572327313,7.299162257,7.528715361,7.262224029,7.20477049,7.469250285,7.167258803,7.6214831,7.52765782,7.098118438,7.663495024,7.573635001,7.645994465,7.590029754,7.681161557,7.379515787,7.6281105,7.399629892,7.202620726
920,7.663306932,7.189253536,7.338424221,7.377037957,7.551260666,7.356399166,7.442688413,7.260881524,7.696918504,7.598744857,7.07376357,7.075582847,7.455677375,7.697196504,7.581612421,7.42803429,7.137354993,7.523445818,7.372048264,7.651798152,7.383225601,7.554756212,7.424485597,7.257714659,7.701474198,7.421281195,7.498496032,7.525325278,7.498316206,7.409576147
921,7.64693875,7.481548957,7.38321521,7.150294548,7.145522373,7.485772072,7.353741506,7.290310095,7.688324765,7.211541141,7.436011588,7.134398419,7.685026423,7.623547688,7.272569261,7.61244673,7.502489664,7.676505565,7.37392097,7.4525782,7.535542936,7.078430713,7.203101001,7.402376392,7.082659041,7.222612456,7.687640712,7.691138912,7.392720644,7.241999337
922,7.065439341,7.265366849,7.583667548,7.27554734,7.668774863,7.067533478,7.156512812,7.518160352,7.590402347,7.710824042,7.423268783,7.619518809,7.716181203,7.698968981,7.498226192,7.684394359,7.12894618,7.477587763,7.490461749,7.31858595,7.18810644,7.337594901,7.514859707,7.618186806,7.562277255,7.080207816,7.142280541,7.275943259,7.377397818,7.679147948
923,7.252037149,7.058356111,7.670700585,7.319872545,7.618774829,7.656349761,7.24092123,7.705171955,7.193891882,7.537043633,7.427139398,7.615164279,7.164340991,7.414534158,7.096457424,7.178315073,7.479465041,7.302958315,7.683760993,7.580321144,7.515241436,7.341016484,7.040150579,7.530868838,7.173555698,7.162401576,7.630969241,7.238672785,7.512945445,7.030043782
924,7.211912437,7.395094621,7.609806079,7.495759039,7.572520768,7.287009064,7.478054509,7.342436492,7.446073674,7.434250503,7.602726742,7.093917814,7.434943099,7.558897239,7.435307461,7.341517105,7.604612012,7.653775756,7.152870172,7.426116686,7.477834408,7.691059751,7.050120812,7.052703807,7.441940465,7.331848824,7.117875221,7.715768851,7.191641777,7.389911029
925,7.260502263,7.272580463,7.604791472,7.601642921,7.707901304,7.689450383,7.279801004,7.301761524,7.446568015,7.473724932,7.406984057,7.49537737,7.462939995,7.417550652,7.11629526,7.456826705,7.674646283,7.644846147,7.495158037,7.174551315,7.605050448,7.697389343,7.129735652,7.302136356,7.479555297,7.640318059,7.123707474,7.500158931,7.139468056,7.332327888
926,7.526769642,7.545292928,7.688066189,7.476782755,7.445444678,7.593490926,7.495793069,7.45390506,7.275700631,7.632510789,7.080412353,7.568284742,7.709522992,7.246288589,7.524009604,7.302062267,7.320071009,7.680007896,7.353678818,7.629277215,7.4578355,7.66035968,7.49151879,7.545708865,7.71090802,7.341688491,7.494196902,7.624062004,7.262431591,7.566934979
927,7.265822361,7.397306413,7.353464546,7.155135967,7.493804955,7.684247581,7.513297524,7.035221735,7.041788162,7.461201607,7.603664237,7.558633553,7.280664534,7.255958227,7.681280667,7.610698353,7.069034239,7.697273245,7.710514678,7.53148536,7.207503743,7.551132691,7.624128365,7.291369985,7.092692461,7.651362681,7.640294826,7.503847379,7.439511199,7.551617327
928,7.671823469,7.425449919,7.203896965,7.684201595,7.081917948,7.356669672,7.666334675,7.346805141,7.441816449,7.506065765,7.600474269,7.525914867,7.526078909,7.647853335,7.241648163,7.527013295,7.614516322,7.576456105,7.092484064,7.073242953,7.437312258,7.639068968,7.6620453,7.371253121,7.402344862,7.443402054,7.125840365,7.287281293,7.682447156,7.395369569
929,7.512805128,7.483704607,7.228216391,7.622722599,7.705934147,7.580563022,7.121083728,7.139576312,7.464545087,7.401699739,7.480219731,7.495662516,7.230630619,7.505639906,7.592482763,7.701652592,7.371842775,7.118110966,7.678678049,7.034451248,7.579597519,7.424892208,7.301022177,7.12643798,7.710767316,7.339854464,7.535219148,7.161017181,7.650319954,7.29686347
